Iteration 1: c = [, s = Ú√Õ, state = 0
Iteration 9091: c = r, s = xtrts, state = 9
Iteration 9092: c = }, s = eesxe, state = 9
Iteration 9093: c = r, s = xxsre, state = 9
Iteration 9094: c = ), s = resrt, state = 9
Iteration 9095: c = r, s = eetar, state = 9
Iteration 9096: c = e, s = xxsex, state = 9
Iteration 9097: c = (, s = eaees, state = 9
Iteration 9098: c = {, s = axaet, state = 9
Iteration 9099: c =  , s = exaxs, state = 9
Iteration 9100: c = ], s = eette, state = 9
Iteration 9101: c = [, s = estea, state = 9
Iteration 9102: c =  , s = asaar, state = 9
Iteration 9103: c = ], s = taxsx, state = 9
Iteration 9104: c = (, s = eaxae, state = 9
Iteration 9105: c = r, s = teart, state = 9
Iteration 9106: c = r, s = eretr, state = 9
Iteration 9107: c = e, s = sttat, state = 9
Iteration 9108: c = t, s = xtsxe, state = 9
Iteration 9109: c = }, s = seetr, state = 9
Iteration 9110: c = }, s = rxrtt, state = 9
Iteration 9111: c = (, s = xataa, state = 9
Iteration 9112: c = ), s = araex, state = 9
Iteration 9113: c = t, s = tesxe, state = 9
Iteration 9114: c =  , s = aesex, state = 9
Iteration 9115: c = r, s = stetx, state = 9
Iteration 9116: c = }, s = xrexe, state = 9
Iteration 9117: c = ], s = tsaee, state = 9
Iteration 9118: c = (, s = etxax, state = 9
Iteration 9119: c = [, s = rasee, state = 9
Iteration 9120: c = a, s = axerr, state = 9
Iteration 9121: c = e, s = sasta, state = 9
Iteration 9122: c =  , s = sxrxt, state = 9
Iteration 9123: c = ], s = ataea, state = 9
Iteration 9124: c = [, s = rrsta, state = 9
Iteration 9125: c = ], s = eatrs, state = 9
Iteration 9126: c = (, s = rrxaa, state = 9
Iteration 9127: c = ), s = arttx, state = 9
Iteration 9128: c = t, s = ssaee, state = 9
Iteration 9129: c = e, s = atrxt, state = 9
Iteration 9130: c = (, s = eerxa, state = 9
Iteration 9131: c =  , s = ratte, state = 9
Iteration 9132: c = [, s = eraer, state = 9
Iteration 9133: c = ], s = sttta, state = 9
Iteration 9134: c = r, s = ersss, state = 9
Iteration 9135: c = ], s = esats, state = 9
Iteration 9136: c = x, s = etsrs, state = 9
Iteration 9137: c = x, s = etaas, state = 9
Iteration 9138: c = x, s = etese, state = 9
Iteration 9139: c = a, s = xrxxs, state = 9
Iteration 9140: c = (, s = taxar, state = 9
Iteration 9141: c = a, s = sxaar, state = 9
Iteration 9142: c = r, s = etsas, state = 9
Iteration 9143: c = t, s = xtstt, state = 9
Iteration 9144: c =  , s = eertx, state = 9
Iteration 9145: c = x, s = eeear, state = 9
Iteration 9146: c = a, s = ratrx, state = 9
Iteration 9147: c = r, s = eaxxs, state = 9
Iteration 9148: c = (, s = aexxx, state = 9
Iteration 9149: c = (, s = sexes, state = 9
Iteration 9150: c = r, s = xaxax, state = 9
Iteration 9151: c =  , s = raexs, state = 9
Iteration 9152: c = r, s = rrtss, state = 9
Iteration 9153: c = r, s = xraee, state = 9
Iteration 9154: c = a, s = trtex, state = 9
Iteration 9155: c = a, s = axtra, state = 9
Iteration 9156: c = t, s = arsrs, state = 9
Iteration 9157: c = t, s = rrsxe, state = 9
Iteration 9158: c = [, s = xexas, state = 9
Iteration 9159: c = x, s = stsse, state = 9
Iteration 9160: c = s, s = tessa, state = 9
Iteration 9161: c = r, s = rxret, state = 9
Iteration 9162: c = a, s = ttrrt, state = 9
Iteration 9163: c = e, s = essar, state = 9
Iteration 9164: c = t, s = exxxa, state = 9
Iteration 9165: c = r, s = tetts, state = 9
Iteration 9166: c = [, s = axrte, state = 9
Iteration 9167: c = ), s = saste, state = 9
Iteration 9168: c = [, s = xeete, state = 9
Iteration 9169: c = [, s = trxrt, state = 9
Iteration 9170: c =  , s = rsatr, state = 9
Iteration 9171: c = ), s = axxea, state = 9
Iteration 9172: c =  , s = arter, state = 9
Iteration 9173: c = r, s = sxxsx, state = 9
Iteration 9174: c = ], s = xsttr, state = 9
Iteration 9175: c = t, s = aesst, state = 9
Iteration 9176: c = s, s = atres, state = 9
Iteration 9177: c = t, s = xxexe, state = 9
Iteration 9178: c = ], s = asass, state = 9
Iteration 9179: c = a, s = asaxx, state = 9
Iteration 9180: c = {, s = attax, state = 9
Iteration 9181: c = ], s = aaart, state = 9
Iteration 9182: c = ], s = trsra, state = 9
Iteration 9183: c = r, s = srxax, state = 9
Iteration 9184: c = (, s = esars, state = 9
Iteration 9185: c = a, s = xsaxs, state = 9
Iteration 9186: c = r, s = exets, state = 9
Iteration 9187: c = ], s = xsere, state = 9
Iteration 9188: c = r, s = sttst, state = 9
Iteration 9189: c = }, s = xtesx, state = 9
Iteration 9190: c = r, s = assee, state = 9
Iteration 9191: c = (, s = ttext, state = 9
Iteration 9192: c = [, s = ratsr, state = 9
Iteration 9193: c = r, s = eaesx, state = 9
Iteration 9194: c = e, s = axesa, state = 9
Iteration 9195: c = s, s = eeetr, state = 9
Iteration 9196: c = t, s = esrat, state = 9
Iteration 9197: c = ], s = setee, state = 9
Iteration 9198: c = s, s = xxaas, state = 9
Iteration 9199: c = ], s = txrtr, state = 9
Iteration 9200: c = e, s = trarr, state = 9
Iteration 9201: c = ), s = xarar, state = 9
Iteration 9202: c = e, s = rxtre, state = 9
Iteration 9203: c =  , s = rssee, state = 9
Iteration 9204: c = x, s = esara, state = 9
Iteration 9205: c = r, s = ssxrx, state = 9
Iteration 9206: c = t, s = axtar, state = 9
Iteration 9207: c = e, s = eeaex, state = 9
Iteration 9208: c = ], s = srrar, state = 9
Iteration 9209: c = ], s = rtxss, state = 9
Iteration 9210: c = r, s = xaeat, state = 9
Iteration 9211: c = ], s = saxtr, state = 9
Iteration 9212: c = t, s = aaxtx, state = 9
Iteration 9213: c = ], s = eaeex, state = 9
Iteration 9214: c = ), s = xxaxt, state = 9
Iteration 9215: c = [, s = xattr, state = 9
Iteration 9216: c = t, s = stsxt, state = 9
Iteration 9217: c = r, s = erssx, state = 9
Iteration 9218: c = ], s = trxer, state = 9
Iteration 9219: c = ), s = xtxae, state = 9
Iteration 9220: c = x, s = ttatr, state = 9
Iteration 9221: c = ), s = aaras, state = 9
Iteration 9222: c = r, s = taata, state = 9
Iteration 9223: c = r, s = sxsrr, state = 9
Iteration 9224: c = a, s = ttrra, state = 9
Iteration 9225: c = t, s = araea, state = 9
Iteration 9226: c = a, s = xreas, state = 9
Iteration 9227: c = (, s = stxtt, state = 9
Iteration 9228: c = [, s = xxass, state = 9
Iteration 9229: c = [, s = tssxa, state = 9
Iteration 9230: c = {, s = ssrtt, state = 9
Iteration 9231: c = a, s = eeare, state = 9
Iteration 9232: c = x, s = xerrt, state = 9
Iteration 9233: c = ), s = earet, state = 9
Iteration 9234: c = (, s = strea, state = 9
Iteration 9235: c =  , s = ettex, state = 9
Iteration 9236: c = [, s = eexat, state = 9
Iteration 9237: c = (, s = rxase, state = 9
Iteration 9238: c = [, s = rsata, state = 9
Iteration 9239: c = r, s = sxata, state = 9
Iteration 9240: c = (, s = rtsxs, state = 9
Iteration 9241: c = }, s = xerre, state = 9
Iteration 9242: c = {, s = raxra, state = 9
Iteration 9243: c = }, s = txexx, state = 9
Iteration 9244: c = a, s = seasx, state = 9
Iteration 9245: c = a, s = eseee, state = 9
Iteration 9246: c = ), s = xaxxr, state = 9
Iteration 9247: c = x, s = stsxe, state = 9
Iteration 9248: c = ), s = extxr, state = 9
Iteration 9249: c = r, s = erstx, state = 9
Iteration 9250: c = a, s = taxxr, state = 9
Iteration 9251: c = a, s = asata, state = 9
Iteration 9252: c = (, s = xxrta, state = 9
Iteration 9253: c = ], s = xrret, state = 9
Iteration 9254: c = t, s = stxxs, state = 9
Iteration 9255: c = [, s = rtxtt, state = 9
Iteration 9256: c = [, s = txtxr, state = 9
Iteration 9257: c = t, s = earar, state = 9
Iteration 9258: c = }, s = reetx, state = 9
Iteration 9259: c = {, s = ersrr, state = 9
Iteration 9260: c = r, s = terar, state = 9
Iteration 9261: c = ], s = rsear, state = 9
Iteration 9262: c = [, s = erxat, state = 9
Iteration 9263: c = a, s = ettex, state = 9
Iteration 9264: c = {, s = eexea, state = 9
Iteration 9265: c = s, s = aersa, state = 9
Iteration 9266: c = e, s = sstat, state = 9
Iteration 9267: c = s, s = exsae, state = 9
Iteration 9268: c = e, s = aasrr, state = 9
Iteration 9269: c = ), s = srssx, state = 9
Iteration 9270: c =  , s = xttsa, state = 9
Iteration 9271: c = ], s = txaee, state = 9
Iteration 9272: c = s, s = ttsax, state = 9
Iteration 9273: c =  , s = tasee, state = 9
Iteration 9274: c = [, s = rtxsr, state = 9
Iteration 9275: c = t, s = axarx, state = 9
Iteration 9276: c = ), s = eeree, state = 9
Iteration 9277: c = s, s = xxrte, state = 9
Iteration 9278: c = ], s = axtax, state = 9
Iteration 9279: c = a, s = traex, state = 9
Iteration 9280: c = (, s = xrese, state = 9
Iteration 9281: c = a, s = tarse, state = 9
Iteration 9282: c = ], s = xatet, state = 9
Iteration 9283: c = }, s = xaear, state = 9
Iteration 9284: c = s, s = xtxer, state = 9
Iteration 9285: c = s, s = rrxsx, state = 9
Iteration 9286: c =  , s = eersa, state = 9
Iteration 9287: c = }, s = ttsrs, state = 9
Iteration 9288: c = e, s = exesa, state = 9
Iteration 9289: c = }, s = rsett, state = 9
Iteration 9290: c = (, s = tsrrr, state = 9
Iteration 9291: c = t, s = earse, state = 9
Iteration 9292: c = x, s = sxrtx, state = 9
Iteration 9293: c = r, s = xrtar, state = 9
Iteration 9294: c = (, s = txtas, state = 9
Iteration 9295: c = }, s = arees, state = 9
Iteration 9296: c = ), s = sesxs, state = 9
Iteration 9297: c = ], s = tattr, state = 9
Iteration 9298: c = x, s = exeax, state = 9
Iteration 9299: c = r, s = txxte, state = 9
Iteration 9300: c = {, s = rxerr, state = 9
Iteration 9301: c = r, s = esxaa, state = 9
Iteration 9302: c = x, s = raxse, state = 9
Iteration 9303: c =  , s = exaea, state = 9
Iteration 9304: c =  , s = xrrxr, state = 9
Iteration 9305: c = (, s = arsxs, state = 9
Iteration 9306: c = (, s = aaata, state = 9
Iteration 9307: c = e, s = xtaet, state = 9
Iteration 9308: c = ], s = ssrrt, state = 9
Iteration 9309: c = s, s = tasaa, state = 9
Iteration 9310: c = [, s = xtsxe, state = 9
Iteration 9311: c = }, s = aaert, state = 9
Iteration 9312: c = s, s = axrrt, state = 9
Iteration 9313: c = ], s = etsea, state = 9
Iteration 9314: c = r, s = seeas, state = 9
Iteration 9315: c = }, s = trtxr, state = 9
Iteration 9316: c = s, s = satxa, state = 9
Iteration 9317: c = e, s = xaxax, state = 9
Iteration 9318: c = e, s = xtsar, state = 9
Iteration 9319: c = {, s = xextr, state = 9
Iteration 9320: c = [, s = tsxxs, state = 9
Iteration 9321: c = r, s = eraet, state = 9
Iteration 9322: c = s, s = sarrs, state = 9
Iteration 9323: c =  , s = xarrr, state = 9
Iteration 9324: c = {, s = esese, state = 9
Iteration 9325: c = {, s = rexrt, state = 9
Iteration 9326: c = s, s = attxx, state = 9
Iteration 9327: c = r, s = rrsxt, state = 9
Iteration 9328: c =  , s = tsasa, state = 9
Iteration 9329: c =  , s = xaxer, state = 9
Iteration 9330: c = }, s = ssxta, state = 9
Iteration 9331: c = {, s = tttrx, state = 9
Iteration 9332: c = r, s = ertse, state = 9
Iteration 9333: c = ], s = staar, state = 9
Iteration 9334: c = {, s = rsraa, state = 9
Iteration 9335: c =  , s = rasxa, state = 9
Iteration 9336: c = {, s = exres, state = 9
Iteration 9337: c = t, s = xaess, state = 9
Iteration 9338: c = r, s = raexa, state = 9
Iteration 9339: c = r, s = asxrr, state = 9
Iteration 9340: c = x, s = xtxsx, state = 9
Iteration 9341: c = t, s = xsxre, state = 9
Iteration 9342: c = s, s = rasxt, state = 9
Iteration 9343: c = e, s = xetxe, state = 9
Iteration 9344: c = }, s = sxret, state = 9
Iteration 9345: c = r, s = xatxe, state = 9
Iteration 9346: c = ), s = satet, state = 9
Iteration 9347: c = s, s = sxxxx, state = 9
Iteration 9348: c = ], s = tette, state = 9
Iteration 9349: c = [, s = sssxe, state = 9
Iteration 9350: c = a, s = raasx, state = 9
Iteration 9351: c = t, s = txrea, state = 9
Iteration 9352: c = }, s = trtxx, state = 9
Iteration 9353: c = {, s = tttar, state = 9
Iteration 9354: c = x, s = xrrer, state = 9
Iteration 9355: c = a, s = aasar, state = 9
Iteration 9356: c = ], s = rtrxe, state = 9
Iteration 9357: c = [, s = eesex, state = 9
Iteration 9358: c = }, s = trtse, state = 9
Iteration 9359: c = s, s = sterx, state = 9
Iteration 9360: c = a, s = sxrxx, state = 9
Iteration 9361: c = e, s = aeste, state = 9
Iteration 9362: c = ), s = areae, state = 9
Iteration 9363: c = x, s = sasta, state = 9
Iteration 9364: c = s, s = attee, state = 9
Iteration 9365: c = s, s = xstax, state = 9
Iteration 9366: c = }, s = xrxex, state = 9
Iteration 9367: c =  , s = tssas, state = 9
Iteration 9368: c = t, s = xrtts, state = 9
Iteration 9369: c = x, s = xsttt, state = 9
Iteration 9370: c = s, s = axrst, state = 9
Iteration 9371: c = s, s = aarra, state = 9
Iteration 9372: c = ), s = taaaa, state = 9
Iteration 9373: c = ), s = tsrss, state = 9
Iteration 9374: c = }, s = etete, state = 9
Iteration 9375: c = (, s = xsese, state = 9
Iteration 9376: c = [, s = xtsrr, state = 9
Iteration 9377: c =  , s = etset, state = 9
Iteration 9378: c = x, s = stsra, state = 9
Iteration 9379: c = {, s = xtatt, state = 9
Iteration 9380: c = }, s = reaxa, state = 9
Iteration 9381: c = {, s = xttrr, state = 9
Iteration 9382: c = x, s = retex, state = 9
Iteration 9383: c = x, s = saesx, state = 9
Iteration 9384: c = r, s = asxts, state = 9
Iteration 9385: c =  , s = eresa, state = 9
Iteration 9386: c = ], s = srett, state = 9
Iteration 9387: c = x, s = srexa, state = 9
Iteration 9388: c = ), s = atext, state = 9
Iteration 9389: c = ], s = sttet, state = 9
Iteration 9390: c = ], s = rxxta, state = 9
Iteration 9391: c = {, s = tasae, state = 9
Iteration 9392: c = s, s = arsxs, state = 9
Iteration 9393: c = [, s = etxxa, state = 9
Iteration 9394: c = t, s = etaxx, state = 9
Iteration 9395: c = e, s = tstes, state = 9
Iteration 9396: c = ], s = taxta, state = 9
Iteration 9397: c = (, s = arsxs, state = 9
Iteration 9398: c = [, s = setar, state = 9
Iteration 9399: c = ], s = eaeee, state = 9
Iteration 9400: c = (, s = srxtx, state = 9
Iteration 9401: c = }, s = axass, state = 9
Iteration 9402: c = r, s = rrser, state = 9
Iteration 9403: c = a, s = arxas, state = 9
Iteration 9404: c = {, s = statr, state = 9
Iteration 9405: c = t, s = aaass, state = 9
Iteration 9406: c = s, s = eaxsx, state = 9
Iteration 9407: c = t, s = txxex, state = 9
Iteration 9408: c = a, s = teaes, state = 9
Iteration 9409: c = [, s = raaxr, state = 9
Iteration 9410: c = s, s = eaxat, state = 9
Iteration 9411: c = r, s = etsrx, state = 9
Iteration 9412: c = {, s = axeet, state = 9
Iteration 9413: c = e, s = exats, state = 9
Iteration 9414: c = x, s = sstra, state = 9
Iteration 9415: c = {, s = aeest, state = 9
Iteration 9416: c = x, s = aerxt, state = 9
Iteration 9417: c = [, s = stase, state = 9
Iteration 9418: c = s, s = resex, state = 9
Iteration 9419: c = [, s = xrase, state = 9
Iteration 9420: c = x, s = raass, state = 9
Iteration 9421: c = e, s = retet, state = 9
Iteration 9422: c = t, s = rtext, state = 9
Iteration 9423: c =  , s = asxer, state = 9
Iteration 9424: c = (, s = areex, state = 9
Iteration 9425: c =  , s = asatt, state = 9
Iteration 9426: c = {, s = saraa, state = 9
Iteration 9427: c = x, s = xxeae, state = 9
Iteration 9428: c = t, s = tsstt, state = 9
Iteration 9429: c = e, s = sxxrs, state = 9
Iteration 9430: c = (, s = srxtr, state = 9
Iteration 9431: c = ), s = txeax, state = 9
Iteration 9432: c = (, s = rerxe, state = 9
Iteration 9433: c = s, s = tssrr, state = 9
Iteration 9434: c = s, s = txers, state = 9
Iteration 9435: c = }, s = xxaxe, state = 9
Iteration 9436: c = (, s = txter, state = 9
Iteration 9437: c = ], s = essas, state = 9
Iteration 9438: c =  , s = areer, state = 9
Iteration 9439: c = ), s = taxxx, state = 9
Iteration 9440: c = t, s = ssetx, state = 9
Iteration 9441: c = a, s = etata, state = 9
Iteration 9442: c = [, s = xssex, state = 9
Iteration 9443: c = (, s = tartx, state = 9
Iteration 9444: c = (, s = ttsax, state = 9
Iteration 9445: c = (, s = xterx, state = 9
Iteration 9446: c = t, s = xarsa, state = 9
Iteration 9447: c = a, s = trrre, state = 9
Iteration 9448: c =  , s = taesa, state = 9
Iteration 9449: c = a, s = xsere, state = 9
Iteration 9450: c = t, s = setxr, state = 9
Iteration 9451: c = ), s = estrr, state = 9
Iteration 9452: c = e, s = axssx, state = 9
Iteration 9453: c = }, s = xtaxs, state = 9
Iteration 9454: c = ], s = atrxs, state = 9
Iteration 9455: c = ), s = xaarx, state = 9
Iteration 9456: c = {, s = aexet, state = 9
Iteration 9457: c = [, s = rsrsx, state = 9
Iteration 9458: c = e, s = earxe, state = 9
Iteration 9459: c = a, s = eerrt, state = 9
Iteration 9460: c = x, s = eetee, state = 9
Iteration 9461: c = (, s = retsa, state = 9
Iteration 9462: c = {, s = raaxr, state = 9
Iteration 9463: c = ], s = xxatr, state = 9
Iteration 9464: c = (, s = rxexa, state = 9
Iteration 9465: c =  , s = exsee, state = 9
Iteration 9466: c = r, s = trstx, state = 9
Iteration 9467: c = s, s = exrer, state = 9
Iteration 9468: c = x, s = xaets, state = 9
Iteration 9469: c = [, s = xsree, state = 9
Iteration 9470: c = x, s = ssras, state = 9
Iteration 9471: c = a, s = ttsrs, state = 9
Iteration 9472: c =  , s = taasx, state = 9
Iteration 9473: c = [, s = earax, state = 9
Iteration 9474: c = ], s = aatrx, state = 9
Iteration 9475: c = e, s = tstsx, state = 9
Iteration 9476: c = }, s = seses, state = 9
Iteration 9477: c = [, s = eaxax, state = 9
Iteration 9478: c =  , s = ttsst, state = 9
Iteration 9479: c = {, s = sarte, state = 9
Iteration 9480: c = a, s = extre, state = 9
Iteration 9481: c = }, s = aeraa, state = 9
Iteration 9482: c = }, s = arrxt, state = 9
Iteration 9483: c = e, s = ereet, state = 9
Iteration 9484: c = ], s = sxarx, state = 9
Iteration 9485: c =  , s = rxsar, state = 9
Iteration 9486: c = ], s = tttet, state = 9
Iteration 9487: c = s, s = rsxre, state = 9
Iteration 9488: c = ), s = xrxar, state = 9
Iteration 9489: c = a, s = aeeae, state = 9
Iteration 9490: c = [, s = xaxar, state = 9
Iteration 9491: c = {, s = sxxee, state = 9
Iteration 9492: c = [, s = sraxt, state = 9
Iteration 9493: c = e, s = sxexe, state = 9
Iteration 9494: c = e, s = trret, state = 9
Iteration 9495: c = (, s = srsxe, state = 9
Iteration 9496: c = }, s = rxrxa, state = 9
Iteration 9497: c = ], s = seaxe, state = 9
Iteration 9498: c = a, s = xrsar, state = 9
Iteration 9499: c = }, s = arraa, state = 9
Iteration 9500: c = t, s = attss, state = 9
Iteration 9501: c = [, s = reaar, state = 9
Iteration 9502: c = a, s = seear, state = 9
Iteration 9503: c = x, s = sxrar, state = 9
Iteration 9504: c = a, s = ettaa, state = 9
Iteration 9505: c = }, s = rexts, state = 9
Iteration 9506: c = {, s = eexts, state = 9
Iteration 9507: c = t, s = xaerr, state = 9
Iteration 9508: c = (, s = xtsxe, state = 9
Iteration 9509: c = s, s = xeeta, state = 9
Iteration 9510: c = t, s = rrarr, state = 9
Iteration 9511: c = (, s = sstrx, state = 9
Iteration 9512: c =  , s = txrse, state = 9
Iteration 9513: c = s, s = easst, state = 9
Iteration 9514: c = a, s = esesr, state = 9
Iteration 9515: c = e, s = aatxs, state = 9
Iteration 9516: c = {, s = xtsaa, state = 9
